bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
shiffrin2014units,On units of storage and retrieval,"Shiffrin, Richard M and Murnane, Kevin and Gronlund, Scott and Roth, Marc",,2014,Google Scholar,25,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
komlodi2016learning,Learning in Second-Language Searching.,"Komlodi, Anita and Caidi, Nadia",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
dilworth2010action,Action learning and its applications,"Dilworth, Robert Lex and Boshyk, Yury",,2010,Google Scholar,,,,book,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
otto2019example,“Is This an Example Image?”--Predicting the Relative Abstractness Level of Image and Text,"Otto, Christian and Holzki, Sebastian and Ewerth, Ralph",,2019,Google Scholar,711--725,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
reynoldsinformation,Information and Learning Sciences,"Reynolds, Rebecca and Chu, Sam and Ahn, June and Shum, Simon Buckingham and Hansen, Preben and Haythornthwaite, Caroline and Huang, Hong and Meyers, Eric M and Rieh, Soo Young and others",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
verberne2018first,First international workshop on professional search (ProfS2018),"Verberne, Suzan and He, Jiyin and Kruschwitz, Udo and Larsen, Birger and Russell-Rose, Tony and De Vries, Arjen P",,2018,Google Scholar,1431--1434,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
hienert2019reading,Reading protocol: Understanding what has been read in interactive information retrieval tasks,"Hienert, Daniel and Kern, Dagmar and Mitsui, Matthew and Shah, Chirag and Belkin, Nicholas J",,2019,Google Scholar,73--81,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
millan1999learning,Learning sensor-based navigation,"Millan, J del R and Torras, C",,1999,Google Scholar,85--107,,,incollection,,,,,,Springer,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
katila2008effects,Effects of search timing on innovation: The value of not being in sync with rivals,"Katila, Riitta and Chen, Eric L",Administrative Science Quarterly,2008,Google Scholar,593--625,53,,article,,,,,,"SAGE Publications Sage CA: Los Angeles, CA",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
tsumori2019applying,Applying AI-Based Domain-Specific Semantic Search Function to Family Register Administration at the Municipal Office of the Osaka City Government,"Tsumori, Yoshimi and Oda, Tatsuki and Yoshida, Satoshi and Hatakeyama, Satoshi and Matsuda, Yutaka",FUJITSU SCIENTIFIC \& TECHNICAL JOURNAL,2019,Google Scholar,9--13,55,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
rieh2017beyond,Beyond Questioning and Answering: Teens' Learning Experiences and Benefits of Social Q\&A Services,"Rieh, Soo Young and Choi, Erik and Sagan, Katie and Colby, Jennifer",,2017,Google Scholar,295--298,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
azpiazu2017online,Online searching and learning: YUM and other search tools for children and teachers,"Azpiazu, Ion Madrazo and Dragovic, Nevena and Pera, Maria Soledad and Fails, Jerry Alan",Information Retrieval Journal,2017,Google Scholar,524--545,20,,article,,,,,,Springer,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
yu2018detecting,"Detecting, understanding and supporting everyday learning in web search","Yu, Ran and Gadiraju, Ujwal and Dietze, Stefan",arXiv preprint arXiv:1806.11046,2018,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
czarnowski2001population,Population-based scheduling on multiple processors,"Czarnowski, Ireneusz and Forkiewicz, Marcin and Jedrzejowicz, Piotr and Ratajczak, Ewa and Skakowski, Aleksander and Wierzbowska, Izabela",,2001,Google Scholar,613--618,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
johnson2018accessibility,From Accessibility to Assess-Ability: An Evaluation Heuristic Based on Cognitive Engagement in Search,"Johnson, Frances",,2018,Google Scholar,487--497,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
pera2018building,Building community: Report on kidrec workshop on children and recommender systems at recsys 2017,"Pera, Maria Soledad and Fails, Jerry Alan and Gelsomini, Mirko and Garzotto, Franca",,2018,Google Scholar,153--161,52,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
levendovszky1999validating,Validating novel CAC algorithms on ATM testbeds,"Levendovszky, Jhnos and Elek, Z and Vegso, C",,1999,Google Scholar,197--203,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
tibau2018investigating,Investigating Users’ Decision-Making Process While Searching Online and Their Shortcuts Towards Understanding,"Tibau, Marcelo and Siqueira, Sean WM and Nunes, Bernardo Pereira and Bortoluzzi, Maria and Marenzi, Ivana and Kemkes, Philipp",,2018,Google Scholar,54--64,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
bortoluzzi2018investigating,Investigating Users’ Decision-Making Process While Searching Online and Their Shortcuts Towards Understanding,"Bortoluzzi, Maria and Marenzi, Ivana and Kemkes, Philipp",,2018,Google Scholar,54,11007,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
freund2016effects,The effects of textual environment on reading comprehension: Implications for searching as learning,"Freund, Luanne and Kopak, Rick and O’Brien, Heather",Journal of Information Science,2016,Google Scholar,79--93,42,,article,,,,,,"SAGE Publications Sage UK: London, England",,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
gwizdka2016search,Search as learning (SAL) workshop 2016,"Gwizdka, Jacek and Hansen, Preben and Hauff, Claudia and He, Jiyin and Kando, Noriko",,2016,Google Scholar,1249--1250,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
hansen2016recent,Recent advances on searching as learning: An introduction to the special issue,"Hansen, Preben and Rieh, Soo Young",,2016,Google Scholar,,,,misc,,,,,,"SAGE Publications Sage UK: London, England",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
eickhoff2017introduction,Introduction to the special issue on search as learning,"Eickhoff, Carsten and Gwizdka, Jacek and Hauff, Claudia and He, Jiyin",Information Retrieval Journal,2017,Google Scholar,399--402,20,,article,,,,,,Springer,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
ghosh2018searching,Searching as learning: Exploring search behavior and learning outcomes in learning-related tasks,"Ghosh, Souvick and Rath, Manasa and Shah, Chirag",,2018,Google Scholar,22--31,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
collins2017search,Search as learning (dagstuhl seminar 17092),"Collins-Thompson, Kevyn and Hansen, Preben and Hauff, Claudia",,2017,Google Scholar,,7,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
rieh2014searching,Searching as learning: Novel measures for information interaction research,"Rieh, Soo Young and Gwizdka, Jacek and Freund, Luanne and Collins-Thompson, Kevyn",Proceedings of the American Society for Information Science and Technology,2014,Google Scholar,1--4,51,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
egusa2014evaluate,How to evaluate searching as learning,"Egusa, Yuka and Takaku, Masao and Saito, Hitomi",,2014,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wu2018collaborative,Collaborative information searching as learning in academic group work,"Wu, Dan and Liang, Shaobo and Yu, Wenting",Aslib Journal of Information Management,2018,Google Scholar,2--27,70,,article,,,,,,Emerald Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
des10,10 Jahre Strategische Allianz BVB--KOBV,"des Bibliotheksverbunds Bayern, Leiter der Verbundzentrale and Kunz, Jürgen and des Kooperativen Bibliotheksverbundes, Geschäftsführende Leiterin",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
reynolds2014understanding,"Understanding and Measuring Student Inquiry and Resource Use Processes, and their Contribution to Outcomes, in “Guided Discovery-Based” Learning","Reynolds, Rebecca",,2014,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
bagnoli1991buyers,Buyers' and sellers' agents in the housing market,"Bagnoli, Mark and Khanna, Naveen",The Journal of Real Estate Finance and Economics,1991,Google Scholar,147--156,4,,article,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
zhang2007novel,A novel learning method for Elman neural network using local search,"Zhang, Z and Tang, Zheng and Vairappan, Catherine",Neural Information Processing--Letters and Reviews,2007,Google Scholar,181--188,11,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
spina2019cair,CAIR'18: Second International Workshop on Conversational Approaches to Information Retrieval at SIGIR 2018,"Spina, Damiano and Arguello, Jaime and Joho, Hideo and Kiseleva, Julia and Radlinski, Filip",,2019,Google Scholar,111--116,52,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
emery1999searching,Searching: The theory and practice of making cultural change,"Emery, Merrelyn",,1999,Google Scholar,,4,,book,,,,,,John Benjamins Publishing,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
azpiazu2018looking,Looking for the Movie Seven or Sven from the Movie Frozen,"Azpiazu, Ion Madrazo and Dragovic, Nevena and Anuyah, Oghenemaro and Pera, Maria Soledad",,2018,Google Scholar,92--101,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
kodama2017there,There’sa creepy guy on the other end at Google!: engaging middle school students in a drawing activity to elicit their mental models of Google,"Kodama, Christie and Jean, Beth St and Subramaniam, Mega and Taylor, Natalie Greene",Information Retrieval Journal,2017,Google Scholar,403--432,20,,article,,,,,,Springer,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
crescenzi2016metacognitive,Metacognitive Knowledge and Metacognitive Regulation in Time-Constrained in Information Search.,"Crescenzi, Anita",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
katerini2018effectiveness,THE EFFECTIVENESS OF GOOGLE VOICE SEARCH FOR TEACHIN PRONUNCIATION AT THE FIRST GRADE OF SMK ADI SUMARMO COLOMADU IN ACADEMIC YEAR OF 2017/2018,"KATERINI, TRI and YUSTI, ARINI",,2018,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
song2016irce,IRCE at the NTCIR-12 IMine-2 Task.,"Song, Ximei and Egusa, Yuka and Saito, Hitomi and Takaku, Masao",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
蔡今中2009探究網路搜尋學習概念與網路搜尋策略,探究網路搜尋學習概念與網路搜尋策略 (團隊計畫),蔡今中 and 馮瑞 and 高家斌,,2009,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Rejected,
ISI:000368169000001,"Recent advances on searching as learning: An introduction to the special
 issue","Hansen, Preben and Rieh, Soo Young",JOURNAL OF INFORMATION SCIENCE,2016,ISI Web of Science,3-6,42,,article,10.1177/0165551515614473,,,,,,0165-5515,,,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Freund201679,The effects of textual environment on reading comprehension: Implications for searching as learning,"Freund, L. and Kopak, R.I.C.K. and O'Brien, H.",Journal of Information Science,2016,Scopus,79-93,42,,article,10.1177/0165551515614472,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954124484&doi=10.1177%2f0165551515614472&partnerID=40&md5=24d7c81f6b47a89c6153a0110297b33b,,,,,,,cited By 17,,"43730,3","43732,2",marcelo.machado,,Duplicated,
Tibau201834,Modeling exploratory search as a knowledge-intensive process,"Tibau, M. and Siqueira, S.W.M. and Pereira Nunes, B. and Bortoluzzi, M. and Marenzi, I.","Proceedings - IEEE 18th International Conference on Advanced Learning Technologies, ICALT 2018",2018,Scopus,34-38,,,conference,10.1109/ICALT.2018.00015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052511928&doi=10.1109%2fICALT.2018.00015&partnerID=40&md5=bfc292eb566bc70131431748a64900d0,,,,,,,cited By 1,,"43730,3","43732,2",marcelo.machado,,Duplicated,
tibau2018modeling,Modeling exploratory search as a knowledge-intensive process,"Tibau, Marcelo and Siqueira, Sean WM and Nunes, Bernardo Pereira and Bortoluzzi, Maria and Marenzi, Ivana",,2018,Google Scholar,34--38,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
Chi:2019:ESL:3295750.3298975,Examining and Supporting Laypeople's Learning in Online Health Information Seeking,"Chi, Yu",,2019,ACM Digital Library,425--428,,,inproceedings,10.1145/3295750.3298975,http://doi.acm.org/10.1145/3295750.3298975,,,"health information seeking, search as learning, source selection, system design",ACM,,,,,"43730,1","43732,2",marcelo.machado,,Duplicated,
ISI:000427129000150,"SaR-WEB: A Semantic Web tool to support Search as Learning practices and
 cross language results on the web","Taibi, Davide and Fulantelli, Giovanni and Marenzi, Ivana and Nejdl, Wolfgang and Rogers, Richard and Ijaz, Asim",,2017,ISI Web of Science,522-524,,,inproceedings,10.1109/ICALT.2017.51,,,,,,2161-3761,,"17th IEEE International Conference on Advanced Learning Technologies
 (ICALT), Politehnica Univ Timisoara, Timisoara, ROMANIA, JUL 03-07, 2017",,"43730,3","43732,2",marcelo.machado,,Duplicated,
Taibi2017522,SaR-WEB: A Semantic Web Tool to Support Search as Learning Practices and Cross-Language Results on the Web,"Taibi, D. and Fulantelli, G. and Marenzi, I. and Nejdl, W. and Rogers, R. and Ijaz, A.","Proceedings - IEEE 17th International Conference on Advanced Learning Technologies, ICALT 2017",2017,Scopus,522-524,,,conference,10.1109/ICALT.2017.51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030224651&doi=10.1109%2fICALT.2017.51&partnerID=40&md5=3927534c979fe9cf98f3cb8fc0c0dde4,,,,,,,cited By 0,,"43730,3","43732,2",marcelo.machado,,Duplicated,
